accessno,acqvalue,appnotes,appraisor,caption,catby,catdate,classes,collection,conddate,condexam,condition,condnotes,copyright,creator,credit,curvalmax,curvalue,dataset,date,descrip,dimnotes,dispvalue,earlydate,event,exhibitno,exhlabel1,exhlabel2,exhlabel3,exhlabel4,exhstart,filmsize,flagdate,flagnotes,flagreason,frame,frameno,gparent,homeloc,imagefile,imageno,inscomp,insdate,insphone,inspremium,insrep,insvalue,invnby,invndate,latdeg,latedate,legal,loancond,loandue,loaninno,loanno,locfield1,locfield2,locfield3,locfield4,locfield5,locfield6,longdeg,maintcycle,maintdate,maintnote,medium,negloc,negno,notes,objectid,objname,objname2,objname3,objnames,oldno,origcopy,otherno,outdate,parent,people,place,policyno,printsize,process,provenance,pubnotes,recas,recdate,recfrom,relnotes,site,siteno,slideno,status,statusby,statusdate,sterms,studio,subjects,tempauthor,tempby,tempdate,temploc,tempnotes,tempreason,tempuntil,title,tlocfield1,tlocfield2,tlocfield3,tlocfield4,tlocfield5,tlocfield6,udf1,udf10,udf11,udf12,udf13,udf14,udf15,udf16,udf17,udf18,udf19,udf2,udf20,udf21,udf22,udf3,udf4,udf5,udf6,udf7,udf8,udf9,updated,updatedby,valuedate,webinclude,webrights
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,10/29/1968,"Date tentative. Aerial view of Dinosaur State Park with temporary inflatable dome and exposed larger trackway. Bottom right corner reads ""14437-73, 10-29-69."" 

Stamp on back reads: 
""Photography by Heilpern
151 Homestead Ave. 249-5874
Hartford, Con",,,1968,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,002\DP20120001.JPG,1,,  -   -,,,,0,,  -   -,0,1969,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0001,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"7"" x 7""",,,,,,,,,,,,,  -   -,,"Heilpern Photographers, Inc.",,,,  -   -,,,,,AirView Trackway 10.29.1973,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-07-21 10:06:11.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,"Joseph T. Rummel, jr.",,0,0,,,"Aerial view of Dinosaur State Park trackway. 

On reverse side, a handwritten note reads ""Ct. St. Geological and Natural History Survey, Dinosaur St. Park."" Second label on back says ""Nick."" Stamp on back reads: 
""Conn. State Highway Dept. 
Official",,,0,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,002\DP20120002.JPG,1,,  -   -,,,,0,,  -   -,0,0,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0002,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,Connecticut State Highway Department,,,,,,,  -   -,,,,,,  -   -,,,,,AirViewtrackway1,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-06-20 11:07:30.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,"Aerial view of Dinosaur State Park trackway. 

Stamp on back says:
""Conn. State Highway Dept. 
Official Photo
By Joseph T. Rummel, Jr.""",,,0,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,002\DP20120003.JPG,1,,  -   -,,,,0,,  -   -,0,0,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0003,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,Connecticut State Highway Department,,,,,,,  -   -,,,,,,  -   -,,,,,AirViewtrackway2,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-07-21 10:06:35,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,"Aerial view of Dinosaur State Park trackway. Looking west. 

Stamp on back says:
""Conn. State Highway Dept.
Official Photo
By Joseph T. Rummel, Jr.""",,,0,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,002\DP20120004.JPG,1,,  -   -,,,,0,,  -   -,0,0,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0004,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,Connecticut State Highway Department,,,,,,,  -   -,,,,,,  -   -,,,,,AirViewtrackway3,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-07-21 10:06:53.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,Aerial view of Dinosaur State Park trackway. An arrow below the trackway points cardinal north.,,,0,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,002\DP20120005.JPG,1,,  -   -,,,,0,,  -   -,0,0,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0005,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,AirViewtrackway4,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-07-21 10:07:12,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,"James F. Chipps, jr.",,0,0,,,"A temporary dome structure, nicknamed the ""bubble building"" and made from plastic coating and white nylon fabric (1968-75), which housed approximately 600 tracks and an early exhibit center.",,,1968,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,002\DP20120006.JPG,1,,  -   -,,,,0,,  -   -,0,1968,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0006,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,Connecticut State Highway Department,,,,,,,  -   -,,,,,,  -   -,,,,,Bubble Goes Up,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-07-21 10:07:29,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,"Visitors inside the ""bubble dome"" exhibit center.",,,1968,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,002\DP20120007.JPG,1,,  -   -,,,,0,,  -   -,0,1968,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0007,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,BubbleDedication1968,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-06-20 11:19:43.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,"James F. Chipps, jr.",,0,0,,1968,"Interior of the inflatable bubble dome, with officials preparing for the 1968 opening. The dome covers a small trackway of Eubrontes footprints. One official facing the camera, center, appears to be Joe Gill (unconfirmed as of 06/13/2012), Conn. Commissi",,,1968,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,002\DP20120008.JPG,1,,  -   -,,,,0,,  -   -,0,1968,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0008,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,Connecticut State Highway Department,,,,,,,  -   -,,,,,,  -   -,,,,,BubbleOpening1968,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-07-18 10:56:58.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,"Nurses from Connecticut Veterans Home at Rocky Hill, which is located along the same street as the trackway discovery, visit and explore the site (right). First day of discovery.",,,1966,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,002\DP20120009.JPG,1,,  -   -,,,,0,,  -   -,0,1966,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0009,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,Day1DiscoveryNursesVetHome,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-07-21 10:07:45.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,Sketch of Dilophosaurus.,,,0,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,002\DP20120010.JPG,1,,  -   -,,,,0,,  -   -,0,0,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0010,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,DilophosaurusBakker,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-07-21 10:08:11,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,"Edward McCarthy, bulldozer operator who discovered the trackway during a State Highway Department construction project, poses with a Eubrontes footprint.",,,1966,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,002\DP20120011.JPG,1,,  -   -,,,,0,,  -   -,0,1966,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0011,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,EdMcCarthy1,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-07-21 10:08:27,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,Edward McCarthy posing with a Eubrontes footprint.,,,1966,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,002\DP20120012.JPG,1,,  -   -,,,,0,,  -   -,0,1966,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0012,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,EdMcCarthy2,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-07-21 10:08:41,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,"""New"" permanent Exhibit Center, enclosing the small trackway of approximately 600 tracks.",,,1978,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120013.JPG,1,,  -   -,,,,0,,  -   -,0,1978,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0013,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,Exhibit Center Complete 1978,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-06-20 11:21:33,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,"1976? 78? construction of the permanent Exhibit Center, with its characteristic geodesic aluminum dome over a pentagonal building.",,,1976,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120014.JPG,1,,  -   -,,,,0,,  -   -,0,1978,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0014,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,Exhibit Center Construction 1978,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-09 11:13:57,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,"A ""trackwalk"" lecture and discussion inside the Exhibit Center. Behind visitors, Dilophosaurus model on display.",,,0,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120015.JPG,1,,  -   -,,,,0,,  -   -,0,0,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0015,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,Indoor Track Boardwalk Kennedy,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-06-20 11:35:23.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,John Howard,,0,0,,,"From Left: Joe Webb Peoples (director of the Conn. State Geological and Natural History Survey, and a professor at Wesleyan University), Larry Frankel (professor at UConn), Elwyn Simons (professor at Yale), and Hugo Thomas (professor at UConn) on the tra",,,0,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120016-2.JPG,1,,  -   -,,,,0,,  -   -,0,0,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0016,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,Peoples Site Visit,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-07-21 10:08:59.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,02/11/1971,"Photomosaic of the large trackway, by Sidney Quarrier. 
Date tentative?

negative is in Main Office File Cabinet Dinosaur Park Folder.  too large to scan.",,,1971,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120017.JPG,1,,  -   -,,,,0,,  -   -,0,1971,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0017,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,PhotoMosaic2.11.71,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-25 16:08:16.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,Oct. 1966,"Students work to clear dust from trackway. 

Note from Dinosaur State Park Chronology (DP2012.0472) from Oct. 31, 1966: ""Crew of 19 work on tracks - Yale staff, Wesleyan Geology students and professors cleaned tracks with brooms and wire brushes and co",,,1966,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120018.JPG,1,,  -   -,,,,0,,  -   -,0,1966,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0018,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,People Working On Track,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-11 15:39:45,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,Oct. 1966,"Students spread ""Dinoseal""  on the trackway and prepare to cover and protect it from the elements. 

Note from Dinosaur State Park Chronology (DP2012.0472) from Oct. 31, 1966: ""Crew of 19 work on tracks - Yale staff, Wesleyan Geology students and profe",,,1966,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120019-1.JPG,1,,  -   -,,,,0,,  -   -,0,1966,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0019,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,PrepToCover1,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-11 15:39:39,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,"Handwritten note on back says ""ca 1969, Reno Vitali teaching a class."" Label on back reads ""Connecticut Department of Commerce, 210 Washington St. - Harford, Conn. - 06106,"" and underneath, a handwritten address says ""Dinosaur State Park, Rocky Hill.""",,,1969,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120020.JPG,1,,  -   -,,,,0,,  -   -,0,1969,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0020,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,Reno Vitali teaches,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-15 15:48:19,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,Oct. 1966,"Students clean the trackway and apply Dinoseal protective coating, in preparation to cover the tracks for winter. 

Note from Dinosaur State Park Chronology (DP2012.0472) from Oct. 31, 1966: ""Crew of 19 work on tracks - Yale staff, Wesleyan Geology stu",,,1966,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120021.JPG,1,,  -   -,,,,0,,  -   -,0,1966,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0021,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,PrepToCover2,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-11 15:42:53,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,1971,"Sidney Quarrier on his ladder rig, which he used to create an aerial photomosaic of the trackway.

On reverse side is the handwritten number ""2-5.""",,,1971,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120022.JPG,1,,  -   -,,,,0,,  -   -,0,1971,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0022,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,"8"" x 10""",,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,Sidney Quarrier ladder rig,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-07-21 10:10:38.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,"The small trackway, uncovered later than the large trackway (top, covered), is shown with its estimated 600 tracks. 
Trackway is surrounded by a border of weighted sacks with unknown function (08/09/2012).",,,0,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120023.JPG,1,,  -   -,,,,0,,  -   -,0,0,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0023,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,SmallTrackway1,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-09 12:44:49,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,"Left, the small trackway; right, the large trackway, covered in vinyl and tires.
At top, a van passes on West Street.",,,0,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120024.JPG,1,,  -   -,,,,0,,  -   -,0,0,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0024,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,SmallTrackway2,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-09 12:45:14.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,,Students clear dust to reveal covered footprints.,,,0,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120025.JPG,1,,  -   -,,,,0,,  -   -,0,0,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0025,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,TwoTrackways,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-06-20 11:41:48,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-05-31 00:00:00,,Dinosaur State Park History,  -   -,,,,,,,0,0,,August 1966,"Construction crews help to uncover dinosaur footprints under layers of bedrock. 
The bulldozer operator at right is likely Ed McCarthy, who is credited with discovering the dinosaur tracks at the site and who operated bulldozer number 16 (DP2012.0027).",,,1966,,0,,,,,  -   -,,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120026.JPG,1,,  -   -,,,,0,,  -   -,0,1966,,,  -   -,,0,,,,,,,0,,2012-05-31 00:00:00,,,,,,DP2012.0026,"Print, Photographic",,,,,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,,,,,,,,  -   -,,,,,,  -   -,,,,,UncoverTracks1966,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-11 15:48:27.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-06-05 00:00:00,,Dinosaur State Park History,  -   -,,,,,"Thomas, Hugo F.",,0,0,,August 1966,"Edward McCarthy on bulldozer HD16, on or near August 23 discovery of the Eubrontes trackway.

This duplicate slide is numbered ""1"" in 1-41 presentation sequence. Original slide has ""#5"" written in pen, grouped with slides that share notes ""2nd day?"" an",,,1966,,0,,,,,  -   -,35 mm,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120027.JPG,1,,  -   -,,,,0,,  -   -,0,1966,,,  -   -,,0,,,,,,,0,,2012-06-05 00:00:00,,,,,,DP2012.0027,Film,,,,1,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,"Hugo F. Thomas, Geology Dept, UCONN",,,,1.0,,,  -   -,,,,,,  -   -,,,,,Ed McCarthy bulldozer,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-14 12:10:18.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-06-05 00:00:00,,Dinosaur State Park History,  -   -,,,,,"Thomas, Hugo F.",,0,0,,August 1966,"Negative Eubrontes tracks on the bottom of a rock slab. A second exposed layer inside the slab also reveals partial tracks, indicating the multiple layers in which Eubrontes prints were found at the site.

This duplicate slide is numbered ""2"" in 1-41 p",,,1966,,0,,,,,  -   -,35 mm,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120028.JPG,1,,  -   -,,,,0,,  -   -,0,1966,,,  -   -,,0,,,,,,,0,,2012-06-05 00:00:00,,,,,,DP2012.0028,Film,,,,2,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,"Hugo F. Thomas, Geology Dept, UCONN",,,,2.0,,,  -   -,,,,,,  -   -,,,,,Negatives on rock slab,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-14 12:10:38.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-06-05 00:00:00,,Dinosaur State Park History,  -   -,,,,,"Thomas, Hugo F.",,0,0,,August 1966,"Barbara Carlson (left) of the Hartford Courant, taking notes with Larry Frankel and an unidentified official, right (as of 06/05/2012).

This duplicate slide is numbered ""3"" in 1-41 presentation sequence. Original is grouped with slides that share this",,,1966,,0,,,,,  -   -,35 mm,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120029.JPG,1,,  -   -,,,,0,,  -   -,0,1966,,,  -   -,,0,,,,,,,0,,2012-06-05 00:00:00,,,,,,DP2012.0029,Film,,,,3,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,"Hugo F. Thomas, Geology Dept, UCONN",,,,3.0,,,  -   -,,,,,,  -   -,,,,,Barbara Carlson reports,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-14 12:13:46.999000,Unknown,  -   -,False,
,0,,,,"Suazo, Benjamin",2012-06-05 00:00:00,,Dinosaur State Park History,  -   -,,,,,"Thomas, Hugo F.",,0,0,,August 1966,"Dust was brushed off to expose a Eubrontes track imprinted in a rock slab. 

This duplicate slide is numbered ""4"" in 1-41 presentation sequence. Original slide has ""#7"" written in pen, grouped with slides that share notes ""2nd day?"" and ""These slides m",,,1966,,0,,,,,  -   -,35 mm,  -   -  : :,,,,, 8: Communication Artifact,,003\DP20120030.JPG,1,,  -   -,,,,0,,  -   -,0,1966,,,  -   -,,0,,,,,,,0,,2012-06-05 00:00:00,,,,,,DP2012.0030,Film,,,,4,,,  -   -,Documentary Artifact,,Connecticut/Rocky Hill/Dinosaur State Park,,,,,,,,"Hugo F. Thomas, Geology Dept, UCONN",,,,4.0,,,  -   -,,,,,,  -   -,,,,,Geologists around tracks,,,,,,,,,,,0,0,0,0,0,  -   -,  -   -,,  -   -,,,,,,,,,,2012-08-14 12:09:44,Unknown,  -   -,False,
